id	modified	bibliographicCitation	references	datasetID	institutionCode	collectionCode	basisOfRecord	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	occurrenceRemarks	recordNumber	recordedBy	individualCount	sex	lifeStage	preparations	otherCatalogNumbers	associatedOccurrences	eventID	samplingProtocol	samplingEffort	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	fieldNumber	continent	country	stateProvince	county	locality	minimumElevationInMeters	maximumElevationInMeters	verbatimDepth	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	footprintWKT	georeferenceRemarks	identifiedBy	dateIdentified	typeStatus	scientificNameID	scientificName	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	scientificNameAuthorship
913142	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913142	MarBEF/MacroBEN_913142				10.0						70-4_A	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:141433	Abra nitida										(Wood W., 1802)
913143	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913143	MarBEF/MacroBEN_913143				1.0						70-4_A	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:129776	Ampharete baltica										Eliason, 1955
913144	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913144	MarBEF/MacroBEN_913144				17.0						70-4_A	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:138802	Arctica islandica										(Linnaeus, 1767)
913145	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913145	MarBEF/MacroBEN_913145				1.0						70-4_A	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:130735	Bylgides sarsi										(Kinberg in Malmgren, 1865)
913146	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913146	MarBEF/MacroBEN_913146				1.0						70-4_A	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:138999	Cerastoderma glaucum										(Poiret, 1789)
913147	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913147	MarBEF/MacroBEN_913147				9.0						70-4_A	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:139410	Corbula gibba										(Olivi, 1792)
913148	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913148	MarBEF/MacroBEN_913148				119.0						70-4_A	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:110487	Diastylis rathkei										(Krøyer, 1841)
913149	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913149	MarBEF/MacroBEN_913149				5.0						70-4_A	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:100730	Edwardsia										de Quatrefages, 1842
913150	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913150	MarBEF/MacroBEN_913150				1.0						70-4_A	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:130906	Euchone papillosa										(M. Sars, 1851)
913161	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913161	MarBEF/MacroBEN_913161				1.0						70-4_A	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:141424	Scrobicularia plana										(da Costa, 1778)
913162	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913162	MarBEF/MacroBEN_913162				3.0						70-4_A	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:183466	Terebellides stroemi										
913163	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913163	MarBEF/MacroBEN_913163				3.0						70-4_AA	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:141433	Abra alba										(Wood W., 1802)
913164	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913164	MarBEF/MacroBEN_913164				2.0						70-4_AA	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:129776	Ampharete baltica										Eliason, 1955
913165	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913165	MarBEF/MacroBEN_913165				8.0						70-4_AA	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:138802	Arctica islandica										(Linnaeus, 1767)
913166	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913166	MarBEF/MacroBEN_913166				1.0						70-4_AA	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:130735	Bylgides sarsi										(Kinberg in Malmgren, 1865)
913167	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913167	MarBEF/MacroBEN_913167				9.0						70-4_AA	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:139410	Corbula gibba										(Olivi, 1792)
913168	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913168	MarBEF/MacroBEN_913168				70.0						70-4_AA	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:110487	Diastylis rathkei										(Krøyer, 1841)
913169	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913169	MarBEF/MacroBEN_913169				3.0						70-4_AA	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:129884	Heteromastus filiformis										(Claparède, 1864)
913170	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913170	MarBEF/MacroBEN_913170				10.0						70-4_AA	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:130578	Levinsenia gracilis										(Tauber, 1879)
913171	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913171	MarBEF/MacroBEN_913171				1.0						70-4_AA	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:140380	Mysella bidentata										(Montagu, 1803)
913172	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913172	MarBEF/MacroBEN_913172				7.0						70-4_AA	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:130356	Nephtys ciliata										(O. F. Müller, 1776)
913468	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913468	MarBEF/MacroBEN_913468				1.0						70-4_AS	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:140430	Mya arenaria										Linnaeus, 1758
913469	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913469	MarBEF/MacroBEN_913469				1.0						70-4_AS	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:140380	Mysella bidentata										(Montagu, 1803)
913470	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913470	MarBEF/MacroBEN_913470				17.0						70-4_AS	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:130356	Nephtys ciliata										(O. F. Müller, 1776)
913994	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913994	MarBEF/MacroBEN_913994				1.0						70-4_G	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:100730	Edwardsia										de Quatrefages, 1842
913995	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913995	MarBEF/MacroBEN_913995				1.0						70-4_G	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:130906	Euchone papillosa										(M. Sars, 1851)
913996	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913996	MarBEF/MacroBEN_913996				4.0						70-4_G	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:129884	Heteromastus filiformis										(Claparède, 1864)
913997	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913997	MarBEF/MacroBEN_913997				21.0						70-4_G	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:130578	Levinsenia gracilis										(Tauber, 1879)
913998	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913998	MarBEF/MacroBEN_913998				1.0						70-4_G	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:141579	Macoma balthica										(Linnaeus, 1758)
913905	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913905	MarBEF/MacroBEN_913905				1.0						70-4_BQ	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:140380	Mysella bidentata										(Montagu, 1803)
913906	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913906	MarBEF/MacroBEN_913906				9.0						70-4_BQ	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:130356	Nephtys ciliata										(O. F. Müller, 1776)
913907	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913907	MarBEF/MacroBEN_913907				1.0						70-4_BQ	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:2036	Oligochaeta										
913908	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913908	MarBEF/MacroBEN_913908				1.0						70-4_BQ	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:124940	Ophiura texturata										de Lamarck, 1816
913909	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913909	MarBEF/MacroBEN_913909				1.0						70-4_BQ	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:129435	Paraonis										Cerruti, 1909
913910	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913910	MarBEF/MacroBEN_913910				1.0						70-4_BQ	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:130603	Pholoe minuta										(Fabricius, 1780)
913911	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913911	MarBEF/MacroBEN_913911				2.0						70-4_BQ	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:178212	Polydora caulleryi										
913912	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913912	MarBEF/MacroBEN_913912				1.0						70-4_BQ	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:130330	Rhodine gracilior										Tauber, 1879
913913	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913913	MarBEF/MacroBEN_913913				3.0						70-4_BQ	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:130537	Scoloplos armiger										(O. F. Müller, 1776)
913914	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913914	MarBEF/MacroBEN_913914				1.0						70-4_BQ	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:183466	Terebellides stroemi										
913904	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913904	MarBEF/MacroBEN_913904				34.0						70-4_BQ	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:130578	Levinsenia gracilis										(Tauber, 1879)
913903	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913903	MarBEF/MacroBEN_913903				10.0						70-4_BQ	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:129884	Heteromastus filiformis										(Claparède, 1864)
913902	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913902	MarBEF/MacroBEN_913902				2.0						70-4_BQ	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:100730	Edwardsia										de Quatrefages, 1842
913901	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913901	MarBEF/MacroBEN_913901				38.0						70-4_BQ	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:110487	Diastylis rathkei										(Krøyer, 1841)
913900	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913900	MarBEF/MacroBEN_913900				8.0						70-4_BQ	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:139410	Corbula gibba										(Olivi, 1792)
913920	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913920	MarBEF/MacroBEN_913920				14.0						70-4_BR	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:139410	Corbula gibba										(Olivi, 1792)
913921	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913921	MarBEF/MacroBEN_913921				5.0						70-4_BR	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:110487	Diastylis rathkei										(Krøyer, 1841)
913922	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913922	MarBEF/MacroBEN_913922				1.0						70-4_BR	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:130906	Euchone papillosa										(M. Sars, 1851)
913923	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913923	MarBEF/MacroBEN_913923				5.0						70-4_BR	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:129884	Heteromastus filiformis										(Claparède, 1864)
913924	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913924	MarBEF/MacroBEN_913924				3.0						70-4_BR	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:130578	Levinsenia gracilis										(Tauber, 1879)
913925	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913925	MarBEF/MacroBEN_913925				5.0						70-4_BR	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:141579	Macoma balthica										(Linnaeus, 1758)
913926	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913926	MarBEF/MacroBEN_913926				1.0						70-4_BR	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:140431	Mya truncata										Linnaeus, 1758
913927	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913927	MarBEF/MacroBEN_913927				1.0						70-4_BR	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:140380	Mysella bidentata										(Montagu, 1803)
913494	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913494	MarBEF/MacroBEN_913494				6.0						70-4_AT	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:146420	Tunicata										
913495	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913495	MarBEF/MacroBEN_913495				18.0						70-4_AU	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:141433	Abra alba										(Wood W., 1802)
913496	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913496	MarBEF/MacroBEN_913496				2.0						70-4_AU	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:129776	Ampharete baltica										Eliason, 1955
913899	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913899	MarBEF/MacroBEN_913899				1.0						70-4_BQ	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:138999	Cerastoderma glaucum										(Poiret, 1789)
913898	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913898	MarBEF/MacroBEN_913898				1.0						70-4_BQ	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:146503	Aricidea jeffreysi										(McIntosh, 1879)
913897	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913897	MarBEF/MacroBEN_913897				6.0						70-4_BQ	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:138802	Arctica islandica										(Linnaeus, 1767)
913896	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913896	MarBEF/MacroBEN_913896				1.0						70-4_BQ	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:152441	Anaitides mucosa										Oersted, 1843
913932	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913932	MarBEF/MacroBEN_913932				8.0						70-4_BR	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:178212	Polydora caulleryi										
913933	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913933	MarBEF/MacroBEN_913933				1.0						70-4_BR	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:130537	Scoloplos armiger										(O. F. Müller, 1776)
913934	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913934	MarBEF/MacroBEN_913934				2.0						70-4_BR	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:146420	Tunicata										
913935	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913935	MarBEF/MacroBEN_913935				17.0						70-4_C	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:141433	Abra alba										(Wood W., 1802)
913936	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913936	MarBEF/MacroBEN_913936				22.0						70-4_C	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:138802	Arctica islandica										(Linnaeus, 1767)
913937	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913937	MarBEF/MacroBEN_913937				1.0						70-4_C	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:146503	Aricidea jeffreysi										(McIntosh, 1879)
913938	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913938	MarBEF/MacroBEN_913938				2.0						70-4_C	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:138999	Cerastoderma glaucum										(Poiret, 1789)
913939	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913939	MarBEF/MacroBEN_913939				21.0						70-4_C	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:139410	Corbula gibba										(Olivi, 1792)
913940	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			913940	MarBEF/MacroBEN_913940				32.0						70-4_C	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:110487	Diastylis rathkei										(Krøyer, 1841)
914020	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			914020	MarBEF/MacroBEN_914020				2.0						70-4_I	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:141433	Abra alba										(Wood W., 1802)
914021	2015-08-24 15:31:25			IMIS:dasid:618	UniKiel FB	KielBay70	Occurrence			914021	MarBEF/MacroBEN_914021				9.0						70-4_I	Van Veen - sieve mesh size: 1 mm	0,1 m²					1995	5	29		Baltic Sea				Kiel Bay, station 014				23	23	54.38142013549805	10.394379615783691							urn:lsid:marinespecies.org:taxname:138802	Arctica islandica										(Linnaeus, 1767)
